,Corticotrophs,Gonadotrophs,Lactotrophs,Melanotrophs,Somatotrophs,Stem_cells,Thyrotrophs
1700001D01Rik,0.0,0.0,0.021473592434867225,0.0,0.03819428200451683,0.0,0.0
1700001F09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700001G01Rik,0.0,0.0,0.06203780268199186,0.0,0.05259831140286042,0.0,0.0
1700001G11Rik,0.8047816237540779,0.9097276131156506,0.6393679860252021,0.7192133943383442,0.7025390145002083,0.3629720411514302,0.7398931790733705
1700001J03Rik,0.0,0.0,0.05389132523133809,0.0,0.04852592868832362,0.0,0.0
1700001J04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700001K19Rik,0.28647856843246666,0.31330537470289865,0.28147532073143944,0.37355361078463556,0.33835821037460756,0.1449771679596239,0.2796624272958001
1700001K23Rik,0.0,0.0,0.05713043941095119,0.04005193069068218,0.019390624495599373,0.0,0.0
1700001L05Rik,0.6499159520862661,0.352659762235358,0.2489923983970441,0.3549492411711478,0.3988022768184236,0.19624631648914967,0.0
1700001N15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700001O22Rik,0.0,0.0,0.2211340706926308,0.40162674428123124,0.13622659734976467,0.0,0.0
1700003C15Rik,0.0,0.0,0.1069284471514313,0.0,0.10910592264649317,0.0,0.0
1700003D09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700003E16Rik,0.5216652546044431,0.5198535650376033,0.4619666169114458,0.4748193436177321,0.4751655925471287,0.38712823760852266,0.3704671663839951
1700003E24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700003F12Rik,0.10583120717573498,0.09843951779743032,0.09401739063959941,0.26110365502634264,0.10314661362739189,0.2106052282283084,0.0
1700003G18Rik,0.7103062574343812,0.5754061482804478,0.6394715237657007,0.6637926624148918,0.7028375803736536,0.47737009655926876,0.5755390773439555
1700003H04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700003I16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700003L19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700003M07Rik,0.5140825663503519,0.6255060471772083,0.7872160136355189,0.6448691377070569,0.9786840080545895,0.18705442901038943,0.7514854105262458
1700003O11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700003P14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700006A11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700006F04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700006H21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700006J14Rik,0.0,0.0,0.0,0.0,0.028736993521363188,0.16040292544078172,0.0
1700007F19Rik,0.0,0.0,0.04823208136907565,0.0,0.1522184265354587,0.0,0.0
1700007H22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700007J10Rik,0.43012334616625636,0.3981433916133707,0.3982979302113497,0.3877455532331339,0.3780962961678074,0.5161587713795626,0.29959630810059973
1700007L15Rik,0.9598273889437289,0.9381029110531112,0.8994647581015605,0.7723137412444062,0.9236834061746384,0.7222777354092829,0.8693285206096937
1700007P06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700008B11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700008C04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700008J07Rik,0.8923545427663877,0.8005775608990656,0.7470269202869518,0.81151302274507,0.7235762668459172,0.9365326313006432,0.7190360423964144
1700008K24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700008N11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700008O03Rik,0.6963860592781878,0.7340162373914902,0.6316228464363821,0.7264809876914308,0.4546676071894457,0.5603120059990387,0.6265044755517399
1700008P02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700009C05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700009J07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700009N14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700010B08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700010B13Rik,0.0,0.0,0.0,0.0,0.04026738423125374,0.0,0.0
1700010D01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700010G06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700010H22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700010I02Rik,0.0,0.0,0.0,0.0,0.1379731673123143,0.0,0.0
1700010I14Rik,0.9598273889437289,1.1613426338292463,1.0570394646026504,0.7979545365570028,1.0247575690106416,0.8524983258591391,1.1122218877878962
1700010J16Rik,0.0,0.0,0.0222543912439525,0.0,0.027322546948264387,0.0,0.0
1700010K23Rik,0.14104142257097474,0.1849809263369418,0.014792443523226902,0.0,0.0,0.0,0.26365152248752816
1700010K24Rik,0.8533513901369525,0.781185297780294,0.854877946968019,0.918086351389388,0.8246815710763864,0.7299367820852097,0.8783390256585064
1700010L04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700011B04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700011C11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700011D18Rik,0.7031904284744428,0.639147690496201,0.641055282275898,0.46264369618527706,0.7037197106935165,0.36413395726478276,0.48716923882404206
1700011L03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700011L22Rik,0.0,0.0,0.0300494753802711,0.0,0.01697624219244232,0.0,0.0
1700012A03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700012B07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700012B09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700012C14Rik,0.4148701277780544,0.17610566378587303,0.35738111109439114,0.29319254920288884,0.3723464012150406,0.2535840618918884,0.21727110086089851
1700012D16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700012E03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700012I11Rik,0.0,0.0,0.07570086733081818,0.0,0.08901587734068878,0.0,0.0
1700012J15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700013D24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700013G24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700013H16Rik,0.0,0.0,0.0,0.0,0.010148655297167608,0.0,0.0
1700013M08Rik,0.0,0.0,0.0,0.030535663619604136,0.0,0.0,0.0
1700013N06Rik,0.7429605566565128,0.0,0.0,0.16352330635243442,0.2102476235701154,0.0,0.0
1700014B07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700014F14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700014L14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700015C15Rik,0.0,0.0,0.05815365543370027,0.0,0.06854906592851105,0.0,0.0
1700015C17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700015H07Rik,0.09921258351258519,0.0,0.229224644904661,0.1592086294890706,0.29587280751058453,0.0,0.15909384643037947
1700015I17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700015O11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700016B01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700016F12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700016G22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700016H03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700016H13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700016J18Rik,0.7786144931307725,0.47114433969984004,0.5671507576078383,0.5882960093921014,0.5511303113813798,0.3177624927694428,0.5775078652361785
1700016K05Rik,0.0,0.0,0.495271329509936,0.0,0.15177746465517172,0.2906291869481681,0.23590843137715783
1700016L21Rik,0.0,0.0,0.0,0.0,0.11018378473983768,0.0,0.0
1700016P03Rik,1.947380240615167,1.3794543555162406,1.5946421754278948,2.018904441684784,1.55185024355876,0.8598680758398359,1.373336662531354
1700016P04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700017B05Rik,1.6141665515864254,0.7255170551456186,0.5510994300084049,0.7708857819315954,0.6279116549668702,1.0056891100046113,0.5201954701032137
1700017G19Rik,0.0,0.0,0.02919804123195203,0.0,0.008408776836671898,0.0,0.41226586840341395
1700017I07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700017J07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700017L05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700017M07Rik,0.0,0.0,0.0,0.0,0.0,0.24352105981931926,0.0
1700017N19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700018A04Rik,0.0,0.0,0.023926563321903346,0.0,0.04131498974109272,0.0,0.0
1700018A23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700018B08Rik,0.0,0.0,0.04587329985046471,0.0,0.05689356564417362,0.0,0.0
1700018B24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700018F24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700018L02Rik,0.537730346186454,0.4113793763358259,0.46520793793780524,0.4914608917803501,0.48928374863405855,0.64102257103493,0.36758016241891095
1700018P08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700018P22Rik,0.19328869090632286,0.0,0.17348412642427352,0.09681862009796807,0.14263608560792004,0.0,0.11939767103079535
1700019A02Rik,0.23476932061665812,0.3396518112044,0.25976777668005174,0.44435478661483463,0.3798818527122626,0.11718384578151901,0.3673873099812341
1700019C18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700019D03Rik,1.2345056512837331,1.4169584137393674,1.1670719799989595,1.2846997925994088,1.4123515148239087,1.003197233209891,0.9505349627773538
1700019F05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700019G24Rik,0.07915329300105274,0.0,0.017825922495716368,0.0,0.0,0.0,0.0
1700019J19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700019L13Rik,0.5199129680736263,0.2325842191823576,0.34194491295583496,0.39493300144445836,0.46915113565704925,0.3125709774418386,0.20887197183256956
1700019P21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700020A23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700020D12Rik,0.0,0.0,0.09697926224826645,0.0,0.0609247330830315,0.0,0.0
1700020G17Rik,0.0,0.17718058868770462,0.15442149414628012,0.16392749352555588,0.5255626176664009,0.08179654385935017,0.22365276991448235
1700020L13Rik,0.542013974998337,0.35719096773166503,0.3289380147727667,0.5088637307161666,0.399015059911175,0.21343307145188317,0.22365276991448235
1700020L24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700020M21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700020N01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700020N15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700020N18Rik,0.0,0.0,0.08102568203135826,0.0,0.0,0.0,0.0
1700021A07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700021F02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700021G15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700021J08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700021N21Rik,0.3709955532087156,0.1933981573205425,0.44311517903620745,0.26999831508022276,0.3702871608239162,0.0,0.40686770603280525
1700021P04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700022A22Rik,0.0,0.0,0.18316691116105732,0.0,0.1309479326887248,0.0,0.0
1700022E09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700022H01Rik,0.5973820221675453,0.26297997104654985,0.3430027064450615,0.43744350627068834,0.3889169344112478,0.0,0.25637945029886766
1700022H16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700022N22Rik,0.42817600461168154,0.4319519577621941,0.45833840204687887,0.5066641325990795,0.5132369842832111,0.378221009482218,0.5074951277535189
1700023C21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700023F02Rik,0.0,0.0,0.02936535867664983,0.0,0.015713529319654737,0.0,0.0
1700023G09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700023H06Rik,0.4198581345092756,0.2592783817913479,0.286370730166021,0.29763762067171273,0.23879099983454743,0.17017571771237627,0.2364251848993903
1700024B05Rik,0.26839060750192684,0.291556378460577,0.4471269572556121,0.3354944304633559,0.3916176680689463,0.07102219988323791,0.3980955586284797
1700024B18Rik,0.7449592750634838,0.5431764709272864,0.7235234463482747,0.984568261980091,0.8902696093756832,0.3524392038817581,0.7935859114784282
1700024G13Rik,0.0,0.22115546500787875,0.0,0.0,0.0,0.0,0.0
1700024I08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700024P12Rik,0.3511260792678509,0.27373384499988285,0.2953088891982537,0.3243193464921991,0.3361113255730416,0.18403488731991463,0.26770304842329357
1700025B11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700025C18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700025D23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700025F24Rik,1.049397123693025,0.30461147055544247,0.0,0.5365414977579003,0.07729555059861297,0.0,0.0
1700025G04Rik,1.9046983414769405,2.2721123901743523,2.2634843895455554,1.7612678755047384,2.481696371923187,1.9986542954191813,2.217555203628552
1700025H01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700025J12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700025K04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700025K24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700025L06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700025M24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700025N21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700025N23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700025O08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026D11Rik,0.08451564853792896,0.10762897197433964,0.23334788772120152,0.11135195821624022,0.23021643743235387,0.04541318594035995,0.0
1700026F02Rik,0.21139899194295184,0.3411734117440489,0.3169387101011359,0.33995997325201877,0.25298149993672153,0.2059830206459234,0.1417715394245117
1700026J12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026J14Rik,0.5681098699471485,0.3074758435778657,0.3726811453444352,0.3496976219752392,0.45384096133230745,0.1119192079898349,0.3780118857665941
1700026N04Rik,0.3476420367424678,0.27007753808082746,0.2830144785649777,0.3591292411888098,0.3729393652604896,0.12202026515056155,0.12668022347175292
1700027A07Rik,0.0,0.0,0.0300494753802711,0.0,0.05259831140286042,0.0,0.0
1700027F06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700027F09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700027H10Rik,0.0,0.0,0.0586608384721503,0.0,0.0,0.0,0.0
1700027I24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700027J07Rik,0.0,0.0,0.0,0.0,0.0609247330830315,0.0,0.0
1700028D13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700028E10Rik,1.6500205692661691,1.24122370411293,1.4235185419449856,1.5535399012371132,1.8080943706048178,1.2570069644159214,1.2269988745569442
1700028I16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700028J19Rik,0.6766751980345203,0.6262183175572029,0.5979211512917804,0.7653848277480365,0.6337933738493704,0.2737837252426908,0.45610277306175917
1700028K03Rik,0.2349620397402685,0.21592997050071203,0.3169387101011359,0.3559153964124871,0.26305467024966467,0.1013114586336269,0.2565298675144054
1700028M03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700028N14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700028P15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700029B22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700029E06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700029F12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700029H14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700029J03Rik,0.0,0.0,0.015713227807047613,0.0,0.14289038438125382,0.0,0.0
1700029K24Rik,0.0,0.0,0.0743223303025965,0.0,0.06490972578729912,0.0,0.0
1700029M03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700029M20Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700029N11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700030A11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700030C10Rik,0.0,0.0,0.0,0.0,0.011998472507139904,0.0,0.0
1700030C12Rik,0.0,0.0,0.066729899360664,0.0,0.05725924114461568,0.0,0.0
1700030C14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700030E10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700030F04Rik,1.6701586760474494,1.6180287184693272,1.829780177073613,1.7035118116889487,1.7238461134897443,1.8079246067190953,1.7679839055909476
1700030J22Rik,0.6945967238036578,0.8787404724982811,0.6567160761827825,0.6029199765500104,0.5590317726962654,0.6470828067987113,0.726296759139397
1700030K09Rik,1.2441861734800634,1.3036483532525283,1.2923718926659622,1.3518180555435353,1.2339422602497339,1.232847862349201,1.2192413435656548
1700030L20Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700030L22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700030M09Rik,0.0,0.0,0.0,0.0,0.022441950402937835,0.0,0.0
1700030N03Rik,0.22580223729334398,0.39759402047839054,0.35727785491689357,0.4283995085163067,0.3755122814510259,0.28207643366644714,0.07758514005646927
1700030O20Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700031A10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700031C06Rik,0.40541809707962345,0.31571527184097914,0.36750471405902635,0.46434366854342757,0.5337858103152254,0.2535496570377381,0.4548407380339794
1700031F05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700031F10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700031L13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700031P21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700034B16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700034E13Rik,0.29815177165255796,0.0,0.0,0.43080272504225636,0.0,0.0,0.0
1700034G24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700034H15Rik,0.6112553720759415,0.6046006847033323,0.5129843072688458,0.7391954096224909,0.6293809281607479,0.6028983058052053,0.37491072543729853
1700034J05Rik,0.0,0.0,0.0,0.0,0.03471412005960579,0.0,0.0
1700034K08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700034P13Rik,0.6034830469357626,0.40466738619111986,0.30935677634832964,0.4542785917567628,0.29359282927902763,0.39221762295437546,0.22790591752753897
1700036A12Rik,0.0,0.05683821964361191,0.2912480255795839,0.1805077275089876,0.374699654640256,0.0,0.0
1700036G14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700036O09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
